timestamp,open,high,low,close,volume
2024-01-01 00:00:00,2283.84,2308.74,2266.67,2306.72,694685.46
2024-01-01 12:00:00,2306.71,2354.95,2296.51,2354.62,963877.958
2024-01-02 00:00:00,2354.63,2434.49,2349.57,2394.28,1666485.597
2024-01-02 12:00:00,2394.28,2407.81,2335.0,2356.93,1709688.133
2024-01-03 00:00:00,2356.92,2387.48,2298.01,2309.86,1398862.289
2024-01-03 12:00:00,2309.46,2310.39,2067.16,2210.39,3598057.389
2024-01-04 00:00:00,2210.39,2245.94,2202.1,2229.13,958699.697
2024-01-04 12:00:00,2229.13,2295.55,2223.58,2267.85,1554100.559
2024-01-05 00:00:00,2267.85,2275.6,2207.03,2242.15,1158940.377
2024-01-05 12:00:00,2242.15,2278.16,2206.0,2268.93,1481801.59
2024-01-06 00:00:00,2268.92,2270.34,2215.56,2238.84,687869.172
2024-01-06 12:00:00,2238.85,2254.64,2228.18,2240.36,513441.572
2024-01-07 00:00:00,2240.36,2254.0,2230.0,2236.64,575346.679
2024-01-07 12:00:00,2236.64,2257.98,2201.06,2220.87,1034450.018
2024-01-08 00:00:00,2220.87,2242.66,2165.43,2240.23,1452744.607
2024-01-08 12:00:00,2240.23,2359.63,2239.0,2331.11,2026194.909
2024-01-09 00:00:00,2331.12,2337.0,2285.09,2298.75,985018.899
2024-01-09 12:00:00,2298.75,2377.36,2222.44,2344.44,3385492.034
2024-01-10 00:00:00,2344.33,2431.8,2340.0,2402.97,2092638.293
2024-01-10 12:00:00,2402.97,2645.65,2336.28,2585.82,5648257.303
2024-01-11 00:00:00,2585.81,2666.66,2565.69,2658.18,2051377.455
2024-01-11 12:00:00,2658.18,2691.9,2571.28,2618.59,3110049.564
2024-01-12 00:00:00,2618.6,2669.69,2581.09,2648.23,1549606.82
2024-01-12 12:00:00,2648.23,2719.89,2458.38,2523.3,4935390.146
2024-01-13 00:00:00,2523.3,2562.0,2497.79,2543.12,1249597.373
2024-01-13 12:00:00,2543.12,2591.29,2531.84,2578.5,1259600.214
2024-01-14 00:00:00,2578.51,2579.13,2535.29,2538.22,741653.922
2024-01-14 12:00:00,2538.22,2547.56,2470.0,2474.36,1384644.966
2024-01-15 00:00:00,2474.3,2543.6,2472.04,2539.9,857198.211
2024-01-15 12:00:00,2539.9,2555.0,2500.0,2512.21,961360.628
2024-01-16 00:00:00,2512.2,2549.88,2505.01,2530.83,742204.136
2024-01-16 12:00:00,2530.83,2613.8,2500.0,2587.4,1714425.933
2024-01-17 00:00:00,2587.4,2593.01,2535.19,2543.08,857871.216
2024-01-17 12:00:00,2543.08,2575.26,2505.76,2530.62,1441658.071
2024-01-18 00:00:00,2530.61,2549.99,2509.25,2522.72,851782.016
2024-01-18 12:00:00,2522.73,2535.89,2428.22,2471.29,2076967.634
2024-01-19 00:00:00,2471.29,2495.74,2442.98,2488.83,827407.151
2024-01-19 12:00:00,2488.83,2505.16,2415.55,2492.46,1767067.624
2024-01-20 00:00:00,2492.46,2492.46,2463.33,2471.1,481915.772
2024-01-20 12:00:00,2471.1,2477.16,2453.79,2472.27,456980.39
2024-01-21 00:00:00,2472.26,2482.7,2465.16,2473.77,305627.732
2024-01-21 12:00:00,2473.77,2481.43,2451.0,2457.02,402663.637
2024-01-22 00:00:00,2457.02,2466.46,2360.51,2381.0,1601256.226
2024-01-22 12:00:00,2380.99,2405.22,2302.21,2314.33,2043856.735
2024-01-23 00:00:00,2314.33,2351.76,2202.95,2218.28,2021693.389
2024-01-23 12:00:00,2218.28,2247.31,2167.5,2241.67,2357467.805
2024-01-24 00:00:00,2241.67,2264.44,2211.31,2243.22,1058376.685
2024-01-24 12:00:00,2243.22,2247.57,2195.0,2234.62,1197696.315
2024-01-25 00:00:00,2234.62,2242.55,2202.41,2231.1,757025.183
2024-01-25 12:00:00,2231.09,2233.91,2169.04,2218.02,1325801.521
2024-01-26 00:00:00,2218.01,2260.36,2195.15,2253.11,1089276.265
2024-01-26 12:00:00,2253.11,2281.96,2232.72,2266.72,1172333.682
2024-01-27 00:00:00,2266.73,2283.35,2250.33,2264.87,552545.036
2024-01-27 12:00:00,2264.86,2276.95,2260.04,2266.99,392288.525
2024-01-28 00:00:00,2267.0,2308.0,2261.94,2280.19,809157.555
2024-01-28 12:00:00,2280.2,2285.59,2236.56,2256.0,787511.567
2024-01-29 00:00:00,2256.0,2277.49,2249.58,2263.88,602253.548
2024-01-29 12:00:00,2263.89,2322.53,2232.0,2316.52,1357007.842
2024-01-30 00:00:00,2316.53,2327.68,2299.57,2313.1,635032.226
2024-01-30 12:00:00,2313.1,2392.84,2295.1,2341.95,1748903.645
2024-01-31 00:00:00,2341.96,2351.23,2279.24,2299.12,1046363.052
2024-01-31 12:00:00,2299.11,2349.95,2261.88,2282.0,1561546.316
